card,city,date,event,fightRound,fighterOne,fighterOneUrl,fighterTwo,fighterTwoUrl,method,notes,result,roundTime,weightclass,,,,,,,,,,,,,
,"Irvine, California","January 17, 2013",Bellator 85,2,J.J. Ambrose,/wiki/J.J._Ambrose,Brian Warren,/wiki/Brian_Warren,Submission (guillotine choke),,def.,00:50,Catchweight (165åÊlbs.),,,,,,,,,,,,,
,"Irvine, California","January 17, 2013",Bellator 85,2,Savant Young,/wiki/Savant_Young,Mike Guymon,/wiki/Mike_Guymon,KO (punch),,def.,00:48,Lightweight,,,,,,,,,,,,,
,"Irvine, California","January 17, 2013",Bellator 85,1,Joe Williams,/wiki/Joe_Williams_(fighter),Jamie Yager,N/A,TKO (strikes),,def.,04:02,Welterweight,,,,,,,,,,,,,
,"Irvine, California","January 17, 2013",Bellator 85,3,Aaron Miller,/wiki/Aaron_Miller_(mixed_martial_artist),Joe Camacho,N/A,"Unanimous decision (30-27, 30-27, 30-27)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Irvine, California","January 17, 2013",Bellator 85,3,Cleber Luciano,/wiki/Cleber_Luciano,Mario Navarro,N/A,"Unanimous decision (30-27, 30-27, 30-27)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","January 24, 2013",Bellator 86,3,Ben Askren,/wiki/Ben_Askren,Karl Amoussou,/wiki/Karl_Amoussou,TKO (doctor stoppage),,def.,05:00,Welterweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","January 24, 2013",Bellator 86,1,Muhammed Lawal,/wiki/Muhammed_Lawal,Przemyslaw Mysiala,N/A,TKO (punches),,def.,03:52,Light Heavyweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","January 24, 2013",Bellator 86,2,Douglas Lima,/wiki/Douglas_Lima,Michail Tsarev,/wiki/Michail_Tsarev,TKO (leg kicks),,def.,01:44,Welterweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","January 24, 2013",Bellator 86,3,Ben Saunders,/wiki/Ben_Saunders_(fighter),Koffi Adzitso,N/A,"Unanimous decision (30-27, 30-27, 30-27)",,def.,05:00,Welterweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","January 24, 2013",Bellator 86,3,Brent Weedman,/wiki/Brent_Weedman,Marius Zaromskis,/wiki/Marius_Zaromskis,"Unanimous decision (29-27, 29-27, 29-27)",,def.,05:00,Welterweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","January 24, 2013",Bellator 86,1,Raul Amaya,/wiki/Raul_Amaya,JosÌ© Gomes,N/A,TKO (punches),,def.,03:12,Welterweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","January 24, 2013",Bellator 86,3,Jason Sampson,/wiki/Jason_Sampson_(fighter),Chris Pham,N/A,Submission (armbar),,def.,04:55,Catchweight (140åÊlbs.),,,,,,,,,,,,,
,"Thackerville, Oklahoma","January 24, 2013",Bellator 86,2,Damon Jackson,/wiki/Damon_Jackson,Zach Church,N/A,Submission (rear-naked choke),,def.,02:43,Lightweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","January 24, 2013",Bellator 86,3,Cortez Coleman,/wiki/Cortez_Coleman,Matt Jones,/wiki/Matt_Jones_(mixed_martial_artist),"Unanimous decision (29-28, 29-28, 29-28)",,def.,05:00,Middleweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","January 24, 2013",Bellator 86,2,Hunter Tucker,N/A,Javier Obregon,N/A,Submission (guillotine choke),,def.,03:17,Featherweight,,,,,,,,,,,,,
,"Mount Pleasant, Michigan","January 31, 2013",Bellator 87,3,David Rickels,/wiki/David_Rickels,Lloyd Woodard,/wiki/Lloyd_Woodard,"Unanimous decision (29-28, 29-28, 29-28)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"Mount Pleasant, Michigan","January 31, 2013",Bellator 87,3,Will Brooks,/wiki/Will_Brooks_(fighter),Ricardo Tirloni,/wiki/Ricardo_Tirloni,"Unanimous decision (30-27, 30-27, 30-27)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"Mount Pleasant, Michigan","January 31, 2013",Bellator 87,1,Saad Awad,/wiki/Saad_Awad,Guillaume DeLorenzi,N/A,TKO (punches),,def.,00:31,Lightweight,,,,,,,,,,,,,
,"Mount Pleasant, Michigan","January 31, 2013",Bellator 87,2,Alexander Sarnavskiy,/wiki/Alexander_Sarnavskiy,Thiago Michel,/wiki/Thiago_Michel,Submission (rear-naked choke),,def.,03:43,Lightweight,,,,,,,,,,,,,
,"Mount Pleasant, Michigan","January 31, 2013",Bellator 87,1,Jason Fischer,/wiki/Jason_Fischer_(fighter),Sevak Magakian,N/A,Submission (rear-naked choke),,def.,03:37,Lightweight,,,,,,,,,,,,,
,"Mount Pleasant, Michigan","January 31, 2013",Bellator 87,1,Karl Etherington,N/A,Jason Fish,N/A,Verbal submission (strikes),,def.,03:45,Heavyweight,,,,,,,,,,,,,
,"Mount Pleasant, Michigan","January 31, 2013",Bellator 87,1,Amir Khillah,/wiki/Amir_Khillah,John Schulz,N/A,Submission (rear-naked choke),,def.,04:34,Catchweight (165åÊlbs.),,,,,,,,,,,,,
,"Mount Pleasant, Michigan","January 31, 2013",Bellator 87,3,J.P. Reese,/wiki/J.P._Reese,David Shepherd,/wiki/David_Shepherd_(MMA),"Unanimous decision (29-28, 30-27, 30-27)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"Mount Pleasant, Michigan","January 31, 2013",Bellator 87,1,Sam Quito,N/A,Ben Lagman,N/A,Submission (kneebar),,def.,03:54,Welterweight,,,,,,,,,,,,,
,"Mount Pleasant, Michigan","January 31, 2013",Bellator 87,3,Tony Zelinski,N/A,Nick Kirk,N/A,"Split decision (29-28, 28-29, 30-27)",,def.,05:00,Catchweight (139åÊlbs.),,,,,,,,,,,,,
,"Duluth, Georgia","February 7, 2013",Bellator 88,2,Alexander Shlemenko,/wiki/Alexander_Shlemenko,Maiquel FalcÌ£o,/wiki/Maiquel_Falc%C3%A3o,KO (punches),,def.,02:18,Middleweight,,,,,,,,,,,,,
,"Duluth, Georgia","February 7, 2013",Bellator 88,3,Marlon Sandro,/wiki/Marlon_Sandro,Akop Stepanyan,/wiki/Akop_Stepanyan,"Majority decision (28-28, 29-27, 29-27)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Duluth, Georgia","February 7, 2013",Bellator 88,1,Mike Richman,/wiki/Mike_Richman,Mitch Jackson,N/A,TKO (head kick and punches),,def.,04:57,Featherweight,,,,,,,,,,,,,
,"Duluth, Georgia","February 7, 2013",Bellator 88,1,Alexandre Bezerra,/wiki/Alexandre_Bezerra,Genair da Silva,/wiki/Genair_da_Silva,Submission (armbar),,def.,01:40,Featherweight,,,,,,,,,,,,,
,"Duluth, Georgia","February 7, 2013",Bellator 88,2,Magomedrasul Khasbulaev,/wiki/Magomedrasul_Khasbulaev,Fabricio Guerreiro,/wiki/Fabricio_Guerreiro,Submission (arm triangle choke),,def.,01:15,Featherweight,,,,,,,,,,,,,
,"Duluth, Georgia","February 7, 2013",Bellator 88,2,Joe Elmore,N/A,Jerrid Burke,N/A,KO (punch),,def.,04:11,Catchweight (159åÊlbs.),,,,,,,,,,,,,
,"Duluth, Georgia","February 7, 2013",Bellator 88,3,Ronnie Rogers,N/A,Shane Crenshaw,N/A,"Unanimous decision (29-28, 29-28, 29-28)",,def.,05:00,Catchweight (152åÊlbs.),,,,,,,,,,,,,
,"Duluth, Georgia","February 7, 2013",Bellator 88,3,Clay Harvison,/wiki/Clay_Harvison,Ururahy Rodrigues,N/A,TKO (knee),,def.,03:34,Catchweight (159åÊlbs.),,,,,,,,,,,,,
,"Duluth, Georgia","February 7, 2013",Bellator 88,1,George Hickman,/w/index.php?title=George_Hickman_(MMA)&action=edit&redlink=1,Stephen Upchurch,N/A,Submission (rear-naked choke),,def.,02:19,Featherweight,,,,,,,,,,,,,
,"Charlotte, North Carolina","February 14, 2013",Bellator 89,2,Eduardo Dantas,/wiki/Eduardo_Dantas,Marcos GalvÌ£o,/wiki/Marcos_Galv%C3%A3o,KO (punches),,def.,03:01,Bantamweight,,,,,,,,,,,,,
,"Charlotte, North Carolina","February 14, 2013",Bellator 89,3,Dan Cramer,/wiki/Dan_Cramer,Brian Rogers,/wiki/Brian_Rogers_(fighter),"Unanimous decision (29-28, 30-27, 29-28)",,def.,05:00,Middleweight,,,,,,,,,,,,,
,"Charlotte, North Carolina","February 14, 2013",Bellator 89,3,Brett Cooper,/wiki/Brett_Cooper_(fighter),Norman Paraisy,/wiki/Norman_Paraisy,"Unanimous decision (30-27, 30-27, 30-27)",,def.,05:00,Middleweight,,,,,,,,,,,,,
,"Charlotte, North Carolina","February 14, 2013",Bellator 89,1,Doug Marshall,/wiki/Doug_Marshall,Andreas Spang,/wiki/Andreas_Spang,KO (punch),,def.,03:03,Middleweight,,,,,,,,,,,,,
,"Charlotte, North Carolina","February 14, 2013",Bellator 89,1,David Mejia,N/A,Mont McCullens,N/A,TKO (punches),,def.,04:15,Heavyweight,,,,,,,,,,,,,
,"Charlotte, North Carolina","February 14, 2013",Bellator 89,1,Aaron Johnson,N/A,Brennan Ward,/wiki/Brennan_Ward,Submission (armbar),,def.,00:15,Middleweight,,,,,,,,,,,,,
,"Charlotte, North Carolina","February 14, 2013",Bellator 89,3,Sultan Aliev,/wiki/Sultan_Aliev,Mikkel Parlo,/wiki/Mikkel_Parlo,"Unanimous decision (29-28, 29-28, 29-28)",,def.,05:00,Middleweight,,,,,,,,,,,,,
,"Charlotte, North Carolina","February 14, 2013",Bellator 89,2,Joe Pacheco,/wiki/Joe_Pacheco,Kyle Bolt,N/A,TKO (strikes),,def.,04:02,Middleweight,,,,,,,,,,,,,
,"Charlotte, North Carolina","February 14, 2013",Bellator 89,3,Johnny Buck,N/A,Chris Mierzwiak,N/A,"Unanimous decision (29-28, 29-28, 29-28)",,def.,05:00,Welterweight,,,,,,,,,,,,,
,"Charlotte, North Carolina","February 14, 2013",Bellator 89,3,Mike Maldonaldo,N/A,Tim Goodwin,N/A,"Unanimous decision (30-27, 29-28, 30-27)",,def.,05:00,Bantamweight,,,,,,,,,,,,,
,"West Valley City, Utah","February 21, 2013",Bellator 90,2,Shahbulat Shamhalaev,/wiki/Shahbulat_Shamhalaev,Rad Martinez,/wiki/Rad_Martinez,KO (punch),,def.,02:12,Featherweight,,,,,,,,,,,,,
,"West Valley City, Utah","February 21, 2013",Bellator 90,1,Emanuel Newton,/wiki/Emanuel_Newton,Muhammed Lawal,/wiki/Muhammed_Lawal,KO (spinning backfist),,def.,02:35,Light Heavyweight,,,,,,,,,,,,,
,"West Valley City, Utah","February 21, 2013",Bellator 90,1,Douglas Lima,/wiki/Douglas_Lima,Bryan Baker,/wiki/Bryan_Baker_(fighter),KO (punch),,def.,02:34,Welterweight,,,,,,,,,,,,,
,"West Valley City, Utah","February 21, 2013",Bellator 90,1,Mikhail Zayats,/wiki/Mikhail_Zayats,Jacob Noe,/wiki/Jacob_Noe,Submission (armbar),,def.,03:38,Light Heavyweight,,,,,,,,,,,,,
,"West Valley City, Utah","February 21, 2013",Bellator 90,1,Ben Saunders,/wiki/Ben_Saunders_(fighter),Raul Amaya,/wiki/Raul_Amaya,KO (head kick),,def.,02:56,Welterweight,,,,,,,,,,,,,
,"West Valley City, Utah","February 21, 2013",Bellator 90,3,Travis Marx,/wiki/Travis_Marx,Chase Beebe,/wiki/Chase_Beebe,"Unanimous decision (30-27, 30-27, 30-27)",,def.,05:00,Catchweight (137åÊlbs),,,,,,,,,,,,,
,"West Valley City, Utah","February 21, 2013",Bellator 90,3,Jesse Juarez,/wiki/Jesse_Juarez,Jordan Smith,/wiki/Jordan_Smith_(fighter),"Split decision (29-28, 28-29, 30-27)",,def.,05:00,Welterweight,,,,,,,,,,,,,
,"West Valley City, Utah","February 21, 2013",Bellator 90,3,Sean Powers,N/A,Dave Allred,N/A,Submission (rear naked choke),,def.,02:10,Lightweight,,,,,,,,,,,,,
,"West Valley City, Utah","February 21, 2013",Bellator 90,1,Lionel Lanham,N/A,Joe Rodriguez,N/A,TKO (punches),,def.,00:49,Middleweight,,,,,,,,,,,,,
,"West Valley City, Utah","February 21, 2013",Bellator 90,3,Shanon Slack,/wiki/Shanon_Slack,Josh Tyler,N/A,Submission (Peruvian necktie),,def.,01:56,Featherweight,,,,,,,,,,,,,
,"Rio Rancho, New Mexico","February 28, 2013",Bellator 91,5,Attila Vegh,/wiki/Attila_Vegh_(fighter),Christian M'Pumbu,/wiki/Christian_M%27Pumbu,"Unanimous decision (48-47, 49-46, 50-45)",,def.,05:00,Light Heavyweight,,,,,,,,,,,,,
,"Rio Rancho, New Mexico","February 28, 2013",Bellator 91,1,Saad Awad,/wiki/Saad_Awad,Will Brooks,/wiki/Will_Brooks_(fighter),TKO (punches),,def.,00:43,Lightweight,,,,,,,,,,,,,
,"Rio Rancho, New Mexico","February 28, 2013",Bellator 91,3,David Rickels,/wiki/David_Rickels,Jason Fischer,/wiki/Jason_Fischer_(fighter),"Unanimous decision (29-28, 30-27, 30-27)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"Rio Rancho, New Mexico","February 28, 2013",Bellator 91,2,Holly Holm,/wiki/Holly_Holm,Katie Merrill,N/A,TKO (punches),,def.,03:02,Women's Bantamweight,,,,,,,,,,,,,
,"Rio Rancho, New Mexico","February 28, 2013",Bellator 91,1,Blas Avena,/wiki/Blas_Avena,Lenny Lovato,N/A,TKO (punch),,def.,01:40,Lightweight,,,,,,,,,,,,,
,"Rio Rancho, New Mexico","February 28, 2013",Bellator 91,3,Andres Quintana,N/A,Russell Wilson,N/A,TKO (knees & punches),,def.,00:32,Featherweight,,,,,,,,,,,,,
,"Rio Rancho, New Mexico","February 28, 2013",Bellator 91,2,Ed West,/wiki/Ed_West_(fighter),Josh Montoya,N/A,KO (head kick),,def.,02:51,Bantamweight,,,,,,,,,,,,,
,"Rio Rancho, New Mexico","February 28, 2013",Bellator 91,2,Adrian Cruz,N/A,Nick Gonzalez,N/A,Submission (scarf hold armlock),,def.,03:00,Bantamweight,,,,,,,,,,,,,
,"Rio Rancho, New Mexico","February 28, 2013",Bellator 91,2,Josh Appelt,/wiki/Josh_Appelt,Josh Lanier,N/A,TKO (punches),,def.,00:16,Heavyweight,,,,,,,,,,,,,
,"Rio Rancho, New Mexico","February 28, 2013",Bellator 91,1,Brennan Ward,/wiki/Brennan_Ward,Yair Moguel,N/A,Submission (rear naked choke),,def.,00:57,Catchweight (187åÊlbs),,,,,,,,,,,,,
,"Temecula, California","March 7, 2013",Bellator 92,3,Magomedrasul Khasbulaev,/wiki/Magomedrasul_Khasbulaev,Marlon Sandro,/wiki/Marlon_Sandro,TKO (punches),,def.,02:38,Featherweight,,,,,,,,,,,,,
,"Temecula, California","March 7, 2013",Bellator 92,3,Doug Marshall,/wiki/Doug_Marshall,Sultan Aliev,/wiki/Sultan_Aliev,"Split decision (27-30, 29-28, 29-28)",,def.,05:00,Middleweight,,,,,,,,,,,,,
,"Temecula, California","March 7, 2013",Bellator 92,3,Brett Cooper,/wiki/Brett_Cooper_(fighter),Dan Cramer,/wiki/Dan_Cramer,TKO (punches),,def.,03:19,Middleweight,,,,,,,,,,,,,
,"Temecula, California","March 7, 2013",Bellator 92,3,Mike Richman,/wiki/Mike_Richman,Alexandre Bezerra,/wiki/Alexandre_Bezerra,"Split decision (29-28, 28-29, 29-28)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Temecula, California","March 7, 2013",Bellator 92,3,Akop Stepanyan,/wiki/Akop_Stepanyan,Chris Saunders,/wiki/Chris_Saunders_(mixed_martial_artist),TKO (spinning back kick & punches),,def.,03:55,Lightweight,,,,,,,,,,,,,
,"Temecula, California","March 7, 2013",Bellator 92,1,Keith Berry,/wiki/Keith_Berry_(fighter),Richard Rigmaden,N/A,Submission (kimura),,def.,01:31,Middleweight,,,,,,,,,,,,,
,"Temecula, California","March 7, 2013",Bellator 92,3,Josh Appelt,/wiki/Josh_Appelt,Manny Lara,N/A,"Unanimous decision (30-24, 30-24, 30-24)",,def.,05:00,Heavyweight,,,,,,,,,,,,,
,"Temecula, California","March 7, 2013",Bellator 92,3,Aaron Miller,/wiki/Aaron_Miller_(mixed_martial_artist),Shad Smith,N/A,"Unanimous decision (30-27, 30-27, 30-27)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Temecula, California","March 7, 2013",Bellator 92,3,Brandon Halsey,/wiki/Brandon_Halsey,Rocky Ramierz,N/A,Technical submission (arm-triangle choke),,def.,00:50,Light Heavyweight,,,,,,,,,,,,,
,"Temecula, California","March 7, 2013",Bellator 92,2,Ricky Legere,N/A,Sabah Homasi,/wiki/Sabah_Homasi,Submission (rear-naked choke),,def.,02:52,Welterweight,,,,,,,,,,,,,
,"Temecula, California","March 7, 2013",Bellator 92,1,Nick Piedmont,/wiki/Nick_Piedmont,Cleber Luciano,/wiki/Cleber_Luciano,TKO (punches),,def.,00:55,Featherweight,,,,,,,,,,,,,
,"Lewiston, Maine","March 21, 2013",Bellator 93,3,Dave Jansen,/wiki/Dave_Jansen,Marcin Held,/wiki/Marcin_Held,"Unanimous decision (29-28, 29-28, 29-28)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"Lewiston, Maine","March 21, 2013",Bellator 93,1,Ryan Martinez,/wiki/Ryan_Martinez,Travis Wiuff,/wiki/Travis_Wiuff,KO (punches),,def.,00:18,Heavyweight,,,,,,,,,,,,,
,"Lewiston, Maine","March 21, 2013",Bellator 93,1,Marcus Davis,/wiki/Marcus_Davis,Waachiim Spiritwolf,/wiki/Waachiim_Spiritwolf,NC (knee to the groin),,vs,03:05,Welterweight,,,,,,,,,,,,,
,"Lewiston, Maine","March 21, 2013",Bellator 93,1,Dave Vitkay,/wiki/Dave_Vitkay,Jesse Peterson,N/A,Technical submission (guillotine choke),,def.,00:18,Middleweight,,,,,,,,,,,,,
,"Lewiston, Maine","March 21, 2013",Bellator 93,1,Michael Page,/wiki/Michael_Page_(fighter),Ryan Sanders,N/A,KO (punch),,def.,00:10,Welterweight,,,,,,,,,,,,,
,"Lewiston, Maine","March 21, 2013",Bellator 93,1,Jason Butcher,/wiki/Jason_Butcher,Jack Hermansson,/wiki/Jack_Hermansson,Submission (triangle choke),,def.,02:24,Middleweight,,,,,,,,,,,,,
,"Lewiston, Maine","March 21, 2013",Bellator 93,1,Mike Mucitelli,/wiki/Mike_Mucitelli,Brent Dillingham,N/A,Submission (armbar),,def.,02:48,Light Heavyweight,,,,,,,,,,,,,
,"Lewiston, Maine","March 21, 2013",Bellator 93,1,Joe Pacheco,/wiki/Joe_Pacheco,Pierre Pierry,N/A,Submission (keylock),,def.,01:54,Middleweight,,,,,,,,,,,,,
,"Lewiston, Maine","March 21, 2013",Bellator 93,3,Vince Murdock,N/A,Joe Raio,N/A,TKO (elbow & punches),,def.,04:01,Featherweight,,,,,,,,,,,,,
,"Lewiston, Maine","March 21, 2013",Bellator 93,1,Jon Lemke,N/A,Jesse Erickson,N/A,TKO (punches),,def.,02:50,Lightweight,,,,,,,,,,,,,
,"Tampa, Florida","March 28, 2013",Bellator 94,3,Emanuel Newton,/wiki/Emanuel_Newton,Mikhail Zayats,/wiki/Mikhail_Zayats,"Unanimous decision (29-28, 29-28, 29-28)",,def.,05:00,Light Heavyweight,,,,,,,,,,,,,
,"Tampa, Florida","March 28, 2013",Bellator 94,2,David Rickels,/wiki/David_Rickels,Saad Awad,/wiki/Saad_Awad,TKO (punches),,def.,05:00,Lightweight,,,,,,,,,,,,,
,"Tampa, Florida","March 28, 2013",Bellator 94,3,Luis Melo,N/A,Trey Houston,N/A,Submission (arm triangle choke),,def.,01:09,Middleweight,,,,,,,,,,,,,
,"Tampa, Florida","March 28, 2013",Bellator 94,3,Rodrigo Lima,/wiki/Rodrigo_Lima,Ronnie Mann,/wiki/Ronnie_Mann,"Unanimous decision (30-27, 30-27, 30-27)",,def.,05:00,Bantamweight,,,,,,,,,,,,,
,"Tampa, Florida","March 28, 2013",Bellator 94,1,Julien Williams,N/A,Kenny Moss,N/A,Submission (guillotine choke),,def.,03:19,Welterweight,,,,,,,,,,,,,
,"Tampa, Florida","March 28, 2013",Bellator 94,2,Augusto Sakai,/wiki/Augusto_Sakai,Rob Horton,N/A,TKO (knee),,def.,04:01,Heavyweight,,,,,,,,,,,,,
,"Tampa, Florida","March 28, 2013",Bellator 94,3,Jessica Aguilar,/wiki/Jessica_Aguilar,Patricia Vidonic,N/A,"Split decision (29-28, 28-29, 29-28)",,def.,05:00,Women's Strawweight,,,,,,,,,,,,,
,"Tampa, Florida","March 28, 2013",Bellator 94,2,Joe Taimanglo,/wiki/Joe_Taimanglo,Ronnie Rogers,N/A,Submission (north/south choke),,def.,00:33,Featherweight,,,,,,,,,,,,,
,"Tampa, Florida","March 28, 2013",Bellator 94,1,James Edson Berto,N/A,Bruno Carvalho,N/A,Submission (heel hook),,def.,01:27,Lightweight,,,,,,,,,,,,,
,"Tampa, Florida","March 28, 2013",Bellator 94,3,Patrick Cenoble,N/A,Tony Fryklund,/wiki/Tony_Fryklund,"Draw (29-27, 27-29, 28-28)",,vs.,05:00,Catchweight (157åÊlbs),,,,,,,,,,,,,
,"Tampa, Florida","March 28, 2013",Bellator 94,3,Felice Herrig,/wiki/Felice_Herrig,Heather Clark,N/A,"Split decision (28-29, 29-28, 29-28)",,def.,05:00,Women's Strawweight,,,,,,,,,,,,,
,"Atlantic City, New Jersey","April 4, 2013",Bellator 95,1,Pat Curran,/wiki/Pat_Curran_(fighter),Shahbulat Shamhalaev,/wiki/Shahbulat_Shamhalaev,Technical submission (guillotine choke),,def.,02:38,Featherweight,,,,,,,,,,,,,
,"Atlantic City, New Jersey","April 4, 2013",Bellator 95,3,Frodo Khasbulaev,/wiki/Magomedrasul_Khasbulaev,Mike Richman,/wiki/Mike_Richman,"Decision (unanimous) (30-27, 30-27, 30-27)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Atlantic City, New Jersey","April 4, 2013",Bellator 95,1,Doug Marshall,/wiki/Doug_Marshall,Brett Cooper,/wiki/Brett_Cooper_(fighter),KO (punch),,def.,03:39,Middleweight,,,,,,,,,,,,,
,"Atlantic City, New Jersey","April 4, 2013",Bellator 95,2,Rick Hawn,/wiki/Rick_Hawn,Karo Parisyan,/wiki/Karo_Parisyan,KO (punches),,def.,01:55,Welterweight,,,,,,,,,,,,,
,"Atlantic City, New Jersey","April 4, 2013",Bellator 95,3,Lyman Good,/wiki/Lyman_Good,Dante Rivera,/wiki/Dante_Rivera,"Decision (unanimous) (29-28, 30-27, 30-27)",,def.,05:00,Welterweight,,,,,,,,,,,,,
,"Atlantic City, New Jersey","April 4, 2013",Bellator 95,2,Sam Oropeza,/wiki/Sam_Oropeza,Shedrick Goodridge,N/A,TKO (strikes),,def.,04:22,Catchweight (173åÊlbs),,,,,,,,,,,,,
,"Atlantic City, New Jersey","April 4, 2013",Bellator 95,2,Tom DeBlass,/wiki/Tom_DeBlass,Carlos Brooks,N/A,TKO (doctor stoppage),,def.,05:00,Catchweight (188åÊlbs),,,,,,,,,,,,,
,"Atlantic City, New Jersey","April 4, 2013",Bellator 95,3,Phillipe Nover,/wiki/Phillipe_Nover,Darrell Horcher,/wiki/Darrell_Horcher,"Decision (unanimous) (29-28, 30-27, 30-27)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"Atlantic City, New Jersey","April 4, 2013",Bellator 95,3,Jimmie Rivera,/wiki/Jimmie_Rivera,Brian Kelleher,N/A,"Decision (unanimous) (30-27, 29-28, 29-28)",,def.,05:00,Catchweight (140åÊlbs),,,,,,,,,,,,,
,"Atlantic City, New Jersey","April 4, 2013",Bellator 95,1,Will Martinez,/wiki/Will_Martinez,Michael Hess,N/A,KO (punches),,def.,04:15,Featherweight,,,,,,,,,,,,,
,"Atlantic City, New Jersey","April 4, 2013",Bellator 95,2,Kevin Roddy,/wiki/Kevin_Roddy,Brylan Van Artsdalen,/wiki/Brylan_Van_Artsdalen,Submission (armbar),,def.,01:04,Featherweight,,,,,,,,,,,,,
,"Atlantic City, New Jersey","April 4, 2013",Bellator 95,1,Liam McGeary,/wiki/Liam_McGeary,Anton Talamantes,N/A,TKO (elbows and punches),,def.,01:18,Light Heavyweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","June 19, 2013",Bellator 96,1,Muhammed Lawal,/wiki/Muhammed_Lawal,Seth Petruzelli,/wiki/Seth_Petruzelli,KO (punch),,def.,01:35,Light Heavyweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","June 19, 2013",Bellator 96,3,Jacob Noe,/wiki/Jacob_Noe,Renato Sobral,/wiki/Renato_Sobral,TKO (referee stoppage),,def.,03:32,Light Heavyweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","June 19, 2013",Bellator 96,1,Vitaly Minakov,/wiki/Vitaly_Minakov,Ron Sparks,/wiki/Ron_Sparks_(fighter),TKO (punches),,def.,00:32,Heavyweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","June 19, 2013",Bellator 96,1,War Machine,/wiki/War_Machine_(mixed_martial_artist),Blas Avena,/wiki/Blas_Avena,TKO (punches),,def.,03:55,Welterweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","June 19, 2013",Bellator 96,1,Damon Jackson,/wiki/Damon_Jackson,Keith Miner,N/A,TKO (punches),,def.,02:00,Lightweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","June 19, 2013",Bellator 96,1,Raphael Butler,/wiki/Raphael_Butler,Jeremiah O'Neal,N/A,TKO (punches & elbows),,def.,02:57,Heavyweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","June 19, 2013",Bellator 96,1,Ryan Martinez,/wiki/Ryan_Martinez,Richard Hale,/wiki/Richard_Hale_(fighter),KO (punches),,def.,02:19,Heavyweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","June 19, 2013",Bellator 96,3,Brandon Halsey,/wiki/Brandon_Halsey,Joe Yager,N/A,"Split decision (30-28, 28-30, 30-28)",,def.,05:00,Light Heavyweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","June 19, 2013",Bellator 96,3,Derek Campos,/wiki/Derek_Campos,Brandon Girtz,/wiki/Brandon_Girtz,"Unanimous decision (29-28, 29-28, 29-28)",,def.,05:00,Catchweight (159åÊlbs),,,,,,,,,,,,,
,"Thackerville, Oklahoma","June 19, 2013",Bellator 96,1,Justin McNally,N/A,Steven Artoff,N/A,Verbal submission (inverted triangle armbar),,def.,02:44,Bantamweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","June 19, 2013",Bellator 96,3,Chas Skelly,/wiki/Chas_Skelly,Jarrod Card,N/A,"Unanimous decision (29-28, 29-28, 29-28)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","June 19, 2013",Bellator 96,1,Mike Maldonado,N/A,Chavous Smith,N/A,Submission (rear naked choke),,def.,02:27,Bantamweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","June 19, 2013",Bellator 96,3,Keith Berry,/wiki/Keith_Berry_(fighter),Cortez Coleman,/wiki/Cortez_Coleman,"Split decision (28-29, 29-28, 29-28)",,def.,05:00,Catchweight (186åÊlbs),,,,,,,,,,,,,
,"Rio Rancho, New Mexico","July 31, 2013",Bellator 97,1,Michael Chandler,/wiki/Michael_Chandler,David Rickels,/wiki/David_Rickels,KO (punches),,def.,00:44,Lightweight,,,,,,,,,,,,,
,"Rio Rancho, New Mexico","July 31, 2013",Bellator 97,4,Ben Askren,/wiki/Ben_Askren,Andrey Koreshkov,/wiki/Andrey_Koreshkov,TKO (punches),,def.,02:58,Welterweight,,,,,,,,,,,,,
